,ENO_total,FBA1_total,FBA2_total,GAPD_total,PGK_total,PGMd_total,PGMi_total,TPI_total
5326,3,2,1,3,3,1,3,2
5327,3,2,1,3,3,1,3,3
5328,3,2,1,3,3,2,1,1
5329,3,2,1,3,3,2,1,2
5330,3,2,1,3,3,2,1,3
5332,3,2,1,3,3,2,2,2
5333,3,2,1,3,3,2,2,3
5334,3,2,1,3,3,2,3,1
5335,3,2,1,3,3,2,3,2
5336,3,2,1,3,3,2,3,3
5337,3,2,1,3,3,3,1,1
5338,3,2,1,3,3,3,1,2
5339,3,2,1,3,3,3,1,3
5340,3,2,1,3,3,3,2,1
5341,3,2,1,3,3,3,2,2
5342,3,2,1,3,3,3,2,3
5343,3,2,1,3,3,3,3,1
5344,3,2,1,3,3,3,3,2
5345,3,2,1,3,3,3,3,3
5373,3,2,2,1,2,1,1,1
5374,3,2,2,1,2,1,1,2
5375,3,2,2,1,2,1,1,3
5376,3,2,2,1,2,1,2,1
5377,3,2,2,1,2,1,2,2
5378,3,2,2,1,2,1,2,3
5379,3,2,2,1,2,1,3,1
5380,3,2,2,1,2,1,3,2
5381,3,2,2,1,2,1,3,3
5383,3,2,2,1,2,2,1,2
5384,3,2,2,1,2,2,1,3
5386,3,2,2,1,2,2,2,2
5387,3,2,2,1,2,2,2,3
5388,3,2,2,1,2,2,3,1
5389,3,2,2,1,2,2,3,2
5390,3,2,2,1,2,2,3,3
5392,3,2,2,1,2,3,1,2
5393,3,2,2,1,2,3,1,3
5394,3,2,2,1,2,3,2,1
5395,3,2,2,1,2,3,2,2
5396,3,2,2,1,2,3,2,3
5397,3,2,2,1,2,3,3,1
5398,3,2,2,1,2,3,3,2
5399,3,2,2,1,2,3,3,3
5454,3,2,2,2,2,1,1,1
5455,3,2,2,2,2,1,1,2
5456,3,2,2,2,2,1,1,3
5457,3,2,2,2,2,1,2,1
5458,3,2,2,2,2,1,2,2
5459,3,2,2,2,2,1,2,3
5460,3,2,2,2,2,1,3,1
5461,3,2,2,2,2,1,3,2
5462,3,2,2,2,2,1,3,3
5463,3,2,2,2,2,2,1,1
5464,3,2,2,2,2,2,1,2
5465,3,2,2,2,2,2,1,3
5466,3,2,2,2,2,2,2,1
5467,3,2,2,2,2,2,2,2
5468,3,2,2,2,2,2,2,3
5469,3,2,2,2,2,2,3,1
5470,3,2,2,2,2,2,3,2
5471,3,2,2,2,2,2,3,3
5472,3,2,2,2,2,3,1,1
5473,3,2,2,2,2,3,1,2
5474,3,2,2,2,2,3,1,3
5475,3,2,2,2,2,3,2,1
5476,3,2,2,2,2,3,2,2
5477,3,2,2,2,2,3,2,3
5478,3,2,2,2,2,3,3,1
5479,3,2,2,2,2,3,3,2
5480,3,2,2,2,2,3,3,3
5481,3,2,2,2,3,1,1,1
5482,3,2,2,2,3,1,1,2
5483,3,2,2,2,3,1,1,3
5484,3,2,2,2,3,1,2,1
5485,3,2,2,2,3,1,2,2
5486,3,2,2,2,3,1,2,3
5487,3,2,2,2,3,1,3,1
5488,3,2,2,2,3,1,3,2
5489,3,2,2,2,3,1,3,3
5490,3,2,2,2,3,2,1,1
5491,3,2,2,2,3,2,1,2
5492,3,2,2,2,3,2,1,3
5493,3,2,2,2,3,2,2,1
5494,3,2,2,2,3,2,2,2
5495,3,2,2,2,3,2,2,3
5496,3,2,2,2,3,2,3,1
5497,3,2,2,2,3,2,3,2
5498,3,2,2,2,3,2,3,3
5499,3,2,2,2,3,3,1,1
5500,3,2,2,2,3,3,1,2
5501,3,2,2,2,3,3,1,3
5502,3,2,2,2,3,3,2,1
5503,3,2,2,2,3,3,2,2
5504,3,2,2,2,3,3,2,3
5505,3,2,2,2,3,3,3,1
5506,3,2,2,2,3,3,3,2
5507,3,2,2,2,3,3,3,3
5535,3,2,2,3,2,1,1,1
5536,3,2,2,3,2,1,1,2
5537,3,2,2,3,2,1,1,3
5538,3,2,2,3,2,1,2,1
5539,3,2,2,3,2,1,2,2
5540,3,2,2,3,2,1,2,3
5541,3,2,2,3,2,1,3,1
5542,3,2,2,3,2,1,3,2
5543,3,2,2,3,2,1,3,3
5544,3,2,2,3,2,2,1,1
5545,3,2,2,3,2,2,1,2
5546,3,2,2,3,2,2,1,3
5547,3,2,2,3,2,2,2,1
5548,3,2,2,3,2,2,2,2
5549,3,2,2,3,2,2,2,3
5550,3,2,2,3,2,2,3,1
5551,3,2,2,3,2,2,3,2
5552,3,2,2,3,2,2,3,3
5553,3,2,2,3,2,3,1,1
5554,3,2,2,3,2,3,1,2
5555,3,2,2,3,2,3,1,3
5556,3,2,2,3,2,3,2,1
5557,3,2,2,3,2,3,2,2
5558,3,2,2,3,2,3,2,3
5559,3,2,2,3,2,3,3,1
5560,3,2,2,3,2,3,3,2
5561,3,2,2,3,2,3,3,3
5562,3,2,2,3,3,1,1,1
5563,3,2,2,3,3,1,1,2
5564,3,2,2,3,3,1,1,3
5565,3,2,2,3,3,1,2,1
5566,3,2,2,3,3,1,2,2
5567,3,2,2,3,3,1,2,3
5568,3,2,2,3,3,1,3,1
5569,3,2,2,3,3,1,3,2
5570,3,2,2,3,3,1,3,3
5571,3,2,2,3,3,2,1,1
5572,3,2,2,3,3,2,1,2
5573,3,2,2,3,3,2,1,3
5574,3,2,2,3,3,2,2,1
5575,3,2,2,3,3,2,2,2
5576,3,2,2,3,3,2,2,3
5577,3,2,2,3,3,2,3,1
5578,3,2,2,3,3,2,3,2
5579,3,2,2,3,3,2,3,3
5580,3,2,2,3,3,3,1,1
5581,3,2,2,3,3,3,1,2
5582,3,2,2,3,3,3,1,3
5583,3,2,2,3,3,3,2,1
5584,3,2,2,3,3,3,2,2
5585,3,2,2,3,3,3,2,3
5586,3,2,2,3,3,3,3,1
5587,3,2,2,3,3,3,3,2
5588,3,2,2,3,3,3,3,3
5616,3,2,3,1,2,1,1,1
5617,3,2,3,1,2,1,1,2
5618,3,2,3,1,2,1,1,3
5619,3,2,3,1,2,1,2,1
5620,3,2,3,1,2,1,2,2
5621,3,2,3,1,2,1,2,3
5622,3,2,3,1,2,1,3,1
5623,3,2,3,1,2,1,3,2
5624,3,2,3,1,2,1,3,3
5625,3,2,3,1,2,2,1,1
5626,3,2,3,1,2,2,1,2
5627,3,2,3,1,2,2,1,3
5628,3,2,3,1,2,2,2,1
5629,3,2,3,1,2,2,2,2
5630,3,2,3,1,2,2,2,3
5631,3,2,3,1,2,2,3,1
5632,3,2,3,1,2,2,3,2
5633,3,2,3,1,2,2,3,3
5634,3,2,3,1,2,3,1,1
5635,3,2,3,1,2,3,1,2
5636,3,2,3,1,2,3,1,3
5637,3,2,3,1,2,3,2,1
5638,3,2,3,1,2,3,2,2
5639,3,2,3,1,2,3,2,3
5640,3,2,3,1,2,3,3,1
5641,3,2,3,1,2,3,3,2
5642,3,2,3,1,2,3,3,3
5697,3,2,3,2,2,1,1,1
5698,3,2,3,2,2,1,1,2
5699,3,2,3,2,2,1,1,3
5700,3,2,3,2,2,1,2,1
5701,3,2,3,2,2,1,2,2
5702,3,2,3,2,2,1,2,3
5703,3,2,3,2,2,1,3,1
5704,3,2,3,2,2,1,3,2
5705,3,2,3,2,2,1,3,3
5706,3,2,3,2,2,2,1,1
5707,3,2,3,2,2,2,1,2
5708,3,2,3,2,2,2,1,3
5709,3,2,3,2,2,2,2,1
5710,3,2,3,2,2,2,2,2
5711,3,2,3,2,2,2,2,3
5712,3,2,3,2,2,2,3,1
5713,3,2,3,2,2,2,3,2
5714,3,2,3,2,2,2,3,3
5716,3,2,3,2,2,3,1,2
5718,3,2,3,2,2,3,2,1
5719,3,2,3,2,2,3,2,2
5720,3,2,3,2,2,3,2,3
5721,3,2,3,2,2,3,3,1
5722,3,2,3,2,2,3,3,2
5723,3,2,3,2,2,3,3,3
5724,3,2,3,2,3,1,1,1
5725,3,2,3,2,3,1,1,2
5726,3,2,3,2,3,1,1,3
5727,3,2,3,2,3,1,2,1
5728,3,2,3,2,3,1,2,2
5729,3,2,3,2,3,1,2,3
5730,3,2,3,2,3,1,3,1
5732,3,2,3,2,3,1,3,3
5733,3,2,3,2,3,2,1,1
5734,3,2,3,2,3,2,1,2
5735,3,2,3,2,3,2,1,3
5736,3,2,3,2,3,2,2,1
5737,3,2,3,2,3,2,2,2
5738,3,2,3,2,3,2,2,3
5739,3,2,3,2,3,2,3,1
5740,3,2,3,2,3,2,3,2
5741,3,2,3,2,3,2,3,3
5742,3,2,3,2,3,3,1,1
5743,3,2,3,2,3,3,1,2
5744,3,2,3,2,3,3,1,3
5745,3,2,3,2,3,3,2,1
5746,3,2,3,2,3,3,2,2
5747,3,2,3,2,3,3,2,3
5748,3,2,3,2,3,3,3,1
5749,3,2,3,2,3,3,3,2
5750,3,2,3,2,3,3,3,3
5778,3,2,3,3,2,1,1,1
5779,3,2,3,3,2,1,1,2
5780,3,2,3,3,2,1,1,3
5781,3,2,3,3,2,1,2,1
5782,3,2,3,3,2,1,2,2
5783,3,2,3,3,2,1,2,3
5784,3,2,3,3,2,1,3,1
5785,3,2,3,3,2,1,3,2
5786,3,2,3,3,2,1,3,3
5787,3,2,3,3,2,2,1,1
5788,3,2,3,3,2,2,1,2
5789,3,2,3,3,2,2,1,3
5790,3,2,3,3,2,2,2,1
5791,3,2,3,3,2,2,2,2
5792,3,2,3,3,2,2,2,3
5793,3,2,3,3,2,2,3,1
5794,3,2,3,3,2,2,3,2
5795,3,2,3,3,2,2,3,3
5796,3,2,3,3,2,3,1,1
5797,3,2,3,3,2,3,1,2
5798,3,2,3,3,2,3,1,3
5799,3,2,3,3,2,3,2,1
5800,3,2,3,3,2,3,2,2
5801,3,2,3,3,2,3,2,3
5802,3,2,3,3,2,3,3,1
5803,3,2,3,3,2,3,3,2
5804,3,2,3,3,2,3,3,3
5807,3,2,3,3,3,1,1,3
5808,3,2,3,3,3,1,2,1
5810,3,2,3,3,3,1,2,3
5811,3,2,3,3,3,1,3,1
5813,3,2,3,3,3,1,3,3
5819,3,2,3,3,3,2,2,3
5820,3,2,3,3,3,2,3,1
5823,3,2,3,3,3,3,1,1
5825,3,2,3,3,3,3,1,3
5826,3,2,3,3,3,3,2,1
5828,3,2,3,3,3,3,2,3
5829,3,2,3,3,3,3,3,1
5831,3,2,3,3,3,3,3,3
5864,3,3,1,1,2,1,2,3
5865,3,3,1,1,2,1,3,1
5866,3,3,1,1,2,1,3,2
5867,3,3,1,1,2,1,3,3
5870,3,3,1,1,2,2,1,3
5873,3,3,1,1,2,2,2,3
5874,3,3,1,1,2,2,3,1
5875,3,3,1,1,2,2,3,2
5876,3,3,1,1,2,2,3,3
5877,3,3,1,1,2,3,1,1
5883,3,3,1,1,2,3,3,1
5884,3,3,1,1,2,3,3,2
5885,3,3,1,1,2,3,3,3
5940,3,3,1,2,2,1,1,1
5941,3,3,1,2,2,1,1,2
5943,3,3,1,2,2,1,2,1
5944,3,3,1,2,2,1,2,2
5945,3,3,1,2,2,1,2,3
5947,3,3,1,2,2,1,3,2
5948,3,3,1,2,2,1,3,3
5949,3,3,1,2,2,2,1,1
5950,3,3,1,2,2,2,1,2
5951,3,3,1,2,2,2,1,3
5952,3,3,1,2,2,2,2,1
5953,3,3,1,2,2,2,2,2
5954,3,3,1,2,2,2,2,3
5955,3,3,1,2,2,2,3,1
5956,3,3,1,2,2,2,3,2
5957,3,3,1,2,2,2,3,3
5958,3,3,1,2,2,3,1,1
5959,3,3,1,2,2,3,1,2
5960,3,3,1,2,2,3,1,3
5961,3,3,1,2,2,3,2,1
5962,3,3,1,2,2,3,2,2
5963,3,3,1,2,2,3,2,3
5964,3,3,1,2,2,3,3,1
5965,3,3,1,2,2,3,3,2
5966,3,3,1,2,2,3,3,3
5967,3,3,1,2,3,1,1,1
5968,3,3,1,2,3,1,1,2
5969,3,3,1,2,3,1,1,3
5970,3,3,1,2,3,1,2,1
5971,3,3,1,2,3,1,2,2
5972,3,3,1,2,3,1,2,3
5973,3,3,1,2,3,1,3,1
5974,3,3,1,2,3,1,3,2
5975,3,3,1,2,3,1,3,3
5976,3,3,1,2,3,2,1,1
5977,3,3,1,2,3,2,1,2
5978,3,3,1,2,3,2,1,3
5979,3,3,1,2,3,2,2,1
5980,3,3,1,2,3,2,2,2
5981,3,3,1,2,3,2,2,3
5982,3,3,1,2,3,2,3,1
5983,3,3,1,2,3,2,3,2
5985,3,3,1,2,3,3,1,1
5986,3,3,1,2,3,3,1,2
5987,3,3,1,2,3,3,1,3
5988,3,3,1,2,3,3,2,1
5989,3,3,1,2,3,3,2,2
5990,3,3,1,2,3,3,2,3
5991,3,3,1,2,3,3,3,1
5992,3,3,1,2,3,3,3,2
5993,3,3,1,2,3,3,3,3
6021,3,3,1,3,2,1,1,1
6022,3,3,1,3,2,1,1,2
6023,3,3,1,3,2,1,1,3
6024,3,3,1,3,2,1,2,1
6025,3,3,1,3,2,1,2,2
6026,3,3,1,3,2,1,2,3
6027,3,3,1,3,2,1,3,1
6028,3,3,1,3,2,1,3,2
6029,3,3,1,3,2,1,3,3
6030,3,3,1,3,2,2,1,1
6031,3,3,1,3,2,2,1,2
6032,3,3,1,3,2,2,1,3
6033,3,3,1,3,2,2,2,1
6034,3,3,1,3,2,2,2,2
6035,3,3,1,3,2,2,2,3
6036,3,3,1,3,2,2,3,1
6037,3,3,1,3,2,2,3,2
6038,3,3,1,3,2,2,3,3
6039,3,3,1,3,2,3,1,1
6040,3,3,1,3,2,3,1,2
6041,3,3,1,3,2,3,1,3
6042,3,3,1,3,2,3,2,1
6043,3,3,1,3,2,3,2,2
6044,3,3,1,3,2,3,2,3
6045,3,3,1,3,2,3,3,1
6046,3,3,1,3,2,3,3,2
6047,3,3,1,3,2,3,3,3
6048,3,3,1,3,3,1,1,1
6049,3,3,1,3,3,1,1,2
6050,3,3,1,3,3,1,1,3
6051,3,3,1,3,3,1,2,1
6052,3,3,1,3,3,1,2,2
6053,3,3,1,3,3,1,2,3
6054,3,3,1,3,3,1,3,1
6055,3,3,1,3,3,1,3,2
6056,3,3,1,3,3,1,3,3
6057,3,3,1,3,3,2,1,1
6058,3,3,1,3,3,2,1,2
6059,3,3,1,3,3,2,1,3
6060,3,3,1,3,3,2,2,1
6061,3,3,1,3,3,2,2,2
6062,3,3,1,3,3,2,2,3
6063,3,3,1,3,3,2,3,1
6064,3,3,1,3,3,2,3,2
6065,3,3,1,3,3,2,3,3
6066,3,3,1,3,3,3,1,1
6067,3,3,1,3,3,3,1,2
6068,3,3,1,3,3,3,1,3
6069,3,3,1,3,3,3,2,1
6070,3,3,1,3,3,3,2,2
6071,3,3,1,3,3,3,2,3
6072,3,3,1,3,3,3,3,1
6073,3,3,1,3,3,3,3,2
6074,3,3,1,3,3,3,3,3
6102,3,3,2,1,2,1,1,1
6103,3,3,2,1,2,1,1,2
6104,3,3,2,1,2,1,1,3
6105,3,3,2,1,2,1,2,1
6106,3,3,2,1,2,1,2,2
6107,3,3,2,1,2,1,2,3
6108,3,3,2,1,2,1,3,1
6109,3,3,2,1,2,1,3,2
6110,3,3,2,1,2,1,3,3
6111,3,3,2,1,2,2,1,1
6112,3,3,2,1,2,2,1,2
6113,3,3,2,1,2,2,1,3
6114,3,3,2,1,2,2,2,1
6115,3,3,2,1,2,2,2,2
6116,3,3,2,1,2,2,2,3
6117,3,3,2,1,2,2,3,1
6118,3,3,2,1,2,2,3,2
6119,3,3,2,1,2,2,3,3
6120,3,3,2,1,2,3,1,1
6121,3,3,2,1,2,3,1,2
6122,3,3,2,1,2,3,1,3
6123,3,3,2,1,2,3,2,1
6124,3,3,2,1,2,3,2,2
6125,3,3,2,1,2,3,2,3
6126,3,3,2,1,2,3,3,1
6127,3,3,2,1,2,3,3,2
6128,3,3,2,1,2,3,3,3
6183,3,3,2,2,2,1,1,1
6184,3,3,2,2,2,1,1,2
6185,3,3,2,2,2,1,1,3
6186,3,3,2,2,2,1,2,1
6187,3,3,2,2,2,1,2,2
6188,3,3,2,2,2,1,2,3
6189,3,3,2,2,2,1,3,1
6190,3,3,2,2,2,1,3,2
6191,3,3,2,2,2,1,3,3
6192,3,3,2,2,2,2,1,1
6193,3,3,2,2,2,2,1,2
6194,3,3,2,2,2,2,1,3
6195,3,3,2,2,2,2,2,1
6196,3,3,2,2,2,2,2,2
6197,3,3,2,2,2,2,2,3
6198,3,3,2,2,2,2,3,1
6199,3,3,2,2,2,2,3,2
6200,3,3,2,2,2,2,3,3
6201,3,3,2,2,2,3,1,1
6202,3,3,2,2,2,3,1,2
6203,3,3,2,2,2,3,1,3
6204,3,3,2,2,2,3,2,1
6205,3,3,2,2,2,3,2,2
6207,3,3,2,2,2,3,3,1
6208,3,3,2,2,2,3,3,2
6209,3,3,2,2,2,3,3,3
6210,3,3,2,2,3,1,1,1
6211,3,3,2,2,3,1,1,2
6212,3,3,2,2,3,1,1,3
6213,3,3,2,2,3,1,2,1
6214,3,3,2,2,3,1,2,2
6215,3,3,2,2,3,1,2,3
6216,3,3,2,2,3,1,3,1
6217,3,3,2,2,3,1,3,2
6218,3,3,2,2,3,1,3,3
6219,3,3,2,2,3,2,1,1
6220,3,3,2,2,3,2,1,2
6221,3,3,2,2,3,2,1,3
6222,3,3,2,2,3,2,2,1
6223,3,3,2,2,3,2,2,2
6224,3,3,2,2,3,2,2,3
6225,3,3,2,2,3,2,3,1
6226,3,3,2,2,3,2,3,2
6227,3,3,2,2,3,2,3,3
6228,3,3,2,2,3,3,1,1
6229,3,3,2,2,3,3,1,2
6230,3,3,2,2,3,3,1,3
6231,3,3,2,2,3,3,2,1
6232,3,3,2,2,3,3,2,2
6233,3,3,2,2,3,3,2,3
6234,3,3,2,2,3,3,3,1
6235,3,3,2,2,3,3,3,2
6264,3,3,2,3,2,1,1,1
6267,3,3,2,3,2,1,2,1
6270,3,3,2,3,2,1,3,1
6273,3,3,2,3,2,2,1,1
6276,3,3,2,3,2,2,2,1
6279,3,3,2,3,2,2,3,1
6282,3,3,2,3,2,3,1,1
6288,3,3,2,3,2,3,3,1
6291,3,3,2,3,3,1,1,1
6293,3,3,2,3,3,1,1,3
6294,3,3,2,3,3,1,2,1
6296,3,3,2,3,3,1,2,3
6297,3,3,2,3,3,1,3,1
6299,3,3,2,3,3,1,3,3
6300,3,3,2,3,3,2,1,1
6302,3,3,2,3,3,2,1,3
6303,3,3,2,3,3,2,2,1
6305,3,3,2,3,3,2,2,3
6306,3,3,2,3,3,2,3,1
6308,3,3,2,3,3,2,3,3
6309,3,3,2,3,3,3,1,1
6311,3,3,2,3,3,3,1,3
6312,3,3,2,3,3,3,2,1
6314,3,3,2,3,3,3,2,3
6315,3,3,2,3,3,3,3,1
6317,3,3,2,3,3,3,3,3
6426,3,3,3,2,2,1,1,1
6427,3,3,3,2,2,1,1,2
6429,3,3,3,2,2,1,2,1
6430,3,3,3,2,2,1,2,2
6432,3,3,3,2,2,1,3,1
6433,3,3,3,2,2,1,3,2
6434,3,3,3,2,2,1,3,3
6435,3,3,3,2,2,2,1,1
6436,3,3,3,2,2,2,1,2
6438,3,3,3,2,2,2,2,1
6439,3,3,3,2,2,2,2,2
6441,3,3,3,2,2,2,3,1
6442,3,3,3,2,2,2,3,2
6443,3,3,3,2,2,2,3,3
6444,3,3,3,2,2,3,1,1
6445,3,3,3,2,2,3,1,2
6447,3,3,3,2,2,3,2,1
6448,3,3,3,2,2,3,2,2
6450,3,3,3,2,2,3,3,1
6451,3,3,3,2,2,3,3,2
6452,3,3,3,2,2,3,3,3
6453,3,3,3,2,3,1,1,1
6454,3,3,3,2,3,1,1,2
6456,3,3,3,2,3,1,2,1
6460,3,3,3,2,3,1,3,2
6462,3,3,3,2,3,2,1,1
6463,3,3,3,2,3,2,1,2
6465,3,3,3,2,3,2,2,1
6468,3,3,3,2,3,2,3,1
6469,3,3,3,2,3,2,3,2
6470,3,3,3,2,3,2,3,3
6471,3,3,3,2,3,3,1,1
6472,3,3,3,2,3,3,1,2
6473,3,3,3,2,3,3,1,3
6474,3,3,3,2,3,3,2,1
6479,3,3,3,2,3,3,3,3
6507,3,3,3,3,2,1,1,1
6508,3,3,3,3,2,1,1,2
6509,3,3,3,3,2,1,1,3
6510,3,3,3,3,2,1,2,1
6511,3,3,3,3,2,1,2,2
6512,3,3,3,3,2,1,2,3
6513,3,3,3,3,2,1,3,1
6514,3,3,3,3,2,1,3,2
6515,3,3,3,3,2,1,3,3
6516,3,3,3,3,2,2,1,1
6517,3,3,3,3,2,2,1,2
6518,3,3,3,3,2,2,1,3
6519,3,3,3,3,2,2,2,1
6520,3,3,3,3,2,2,2,2
6521,3,3,3,3,2,2,2,3
6522,3,3,3,3,2,2,3,1
6523,3,3,3,3,2,2,3,2
6524,3,3,3,3,2,2,3,3
6525,3,3,3,3,2,3,1,1
6526,3,3,3,3,2,3,1,2
6527,3,3,3,3,2,3,1,3
6528,3,3,3,3,2,3,2,1
6529,3,3,3,3,2,3,2,2
6530,3,3,3,3,2,3,2,3
6531,3,3,3,3,2,3,3,1
6532,3,3,3,3,2,3,3,2
6533,3,3,3,3,2,3,3,3
6534,3,3,3,3,3,1,1,1
6535,3,3,3,3,3,1,1,2
6536,3,3,3,3,3,1,1,3
6537,3,3,3,3,3,1,2,1
6538,3,3,3,3,3,1,2,2
6539,3,3,3,3,3,1,2,3
6540,3,3,3,3,3,1,3,1
6541,3,3,3,3,3,1,3,2
6542,3,3,3,3,3,1,3,3
6543,3,3,3,3,3,2,1,1
6544,3,3,3,3,3,2,1,2
6545,3,3,3,3,3,2,1,3
6546,3,3,3,3,3,2,2,1
6547,3,3,3,3,3,2,2,2
6548,3,3,3,3,3,2,2,3
6549,3,3,3,3,3,2,3,1
6550,3,3,3,3,3,2,3,2
6551,3,3,3,3,3,2,3,3
6552,3,3,3,3,3,3,1,1
6553,3,3,3,3,3,3,1,2
6554,3,3,3,3,3,3,1,3
6555,3,3,3,3,3,3,2,1
6556,3,3,3,3,3,3,2,2
6557,3,3,3,3,3,3,2,3
6558,3,3,3,3,3,3,3,1
6559,3,3,3,3,3,3,3,2
6560,3,3,3,3,3,3,3,3
