,ENO3,FBA13,FBA23,GAPD6,PGK9,PGMd4,PGMi3,TPI3
0,1.693786089163041e-07,5.295184820917477e-08,5.667756707850026e-07,3.403375391924923e-08,4.021794927644429e-08,-1.922034310829256e-06,2.029143034464157e-06,-5.015210607583706e-07
1,1.1250324405409627e-07,5.3102088481837574e-08,5.678352756888216e-07,3.496274455713766e-08,3.0634308839649904e-08,-1.9220713342593947e-06,2.0291141599557043e-06,-5.0264709254604e-07
2,1.6928447621467055e-07,5.2951862022008714e-08,5.66775679111675e-07,3.4035854617336936e-08,4.021244526253299e-08,-1.9220384843090686e-06,2.0291473983532627e-06,-5.015207074401929e-07
3,1.582386062182195e-07,5.30302886350993e-08,5.674342926087482e-07,3.4181238256492115e-08,3.7993551749160304e-08,-1.922125208858404e-06,2.029123471310492e-06,-5.02264337185756e-07
4,1.6840124317241134e-07,5.295332692061857e-08,5.66784892297445e-07,3.407150926323932e-08,4.000423292627176e-08,-1.922410528590058e-06,2.0295135873735268e-06,-5.015122908410153e-07
5,1.6897115528990983e-07,5.297836472064805e-08,5.670597506557408e-07,3.4055451118841784e-08,4.0079054963726435e-08,-1.9224187871766352e-06,2.02951291713827e-06,-5.018576574306174e-07
6,-2.273878862979473e-08,5.2755641315435136e-08,5.643482203221417e-07,3.1864195032538234e-08,2.5890464133704327e-08,-1.9632700176686058e-06,2.051360744942464e-06,-5.022733121800606e-07
7,9.592758942744695e-08,5.286040474859321e-08,5.652972718261928e-07,3.171340692137425e-08,2.7686551884453792e-08,-1.962045864445372e-06,2.0516967535578235e-06,-5.035984194136909e-07
8,-2.28014869207982e-08,5.275566461420122e-08,5.643483317330222e-07,3.186460790019497e-08,2.58896254989871e-08,-1.963267575177952e-06,2.0513706219452926e-06,-5.022730354736142e-07
9,-3.193144948454574e-08,5.283554539501066e-08,5.650546691660097e-07,3.1851312452119134e-08,2.5826407984430588e-08,-1.963291623496844e-06,2.051359359447839e-06,-5.030440533720122e-07
10,-2.3977293039934008e-08,5.2756662488137754e-08,5.643556420520389e-07,3.188537400083957e-08,2.5898792471723556e-08,-1.9636165635716907e-06,2.0519301881298887e-06,-5.022613350795968e-07
11,-2.3564837192679988e-08,5.2782487099799376e-08,5.646356425192955e-07,3.187589290437609e-08,2.5898587829864542e-08,-1.9636335899519963e-06,2.0519285930866384e-06,-5.026203816416641e-07
12,-2.229455731139751e-08,5.2760451369215255e-08,5.643990346748673e-07,3.19888712428662e-08,2.6016607090895153e-08,-1.961691007321869e-06,2.050640689325634e-06,-5.022026546005012e-07
13,9.848014315139152e-08,5.289730904255518e-08,5.65763380755424e-07,3.2361633841432313e-08,2.8118730149850887e-08,-1.9585218785166765e-06,2.0512803202820716e-06,-5.033608972142994e-07
14,9.672140777183813e-08,5.263343263301173e-08,5.634009318522536e-07,3.1793296915300084e-08,2.7773669225572555e-08,-1.9604034582280504e-06,2.0509743338200646e-06,-5.015983124030134e-07
15,9.8482814792078e-08,5.289733494529705e-08,5.657636616418493e-07,3.2361860705099055e-08,2.811895297161193e-08,-1.9585276798508074e-06,2.0512869414216785e-06,-5.033608531405053e-07
16,-2.348633643123321e-08,5.2761415338042434e-08,5.64406291370112e-07,3.201028750746126e-08,2.6027359656399802e-08,-1.962048733539765e-06,2.0512098977052428e-06,-5.021903014025011e-07
17,9.686050361779053e-08,5.266013291096292e-08,5.636894390148585e-07,3.1803579408906664e-08,2.778500574063258e-08,-1.960774731852579e-06,2.051428032625668e-06,-5.019406851879215e-07
18,1.2134103144489927e-07,-1.4163316460370502e-07,1.235496654317103e-06,4.7976538023603015e-08,4.0536757950349056e-08,-1.914627667150428e-06,2.0309769964074374e-06,-9.002350708095194e-07
19,1.2136553095842828e-07,-1.4156950392181205e-07,1.2351105738162005e-06,4.7982740006974334e-08,4.0542052132108715e-08,-1.9146126762664055e-06,2.0309659684912977e-06,-8.999004956766754e-07
20,1.2132551319155027e-07,-1.415998268018493e-07,1.2357864420664557e-06,4.795983412145267e-08,4.0523563143990415e-08,-1.914645310422769e-06,2.0309772639670075e-06,-9.006500504832446e-07
21,1.2140804983573616e-07,-1.408178875905757e-07,1.2327986382842935e-06,4.7997688483458756e-08,4.055723445972603e-08,-1.914561467759434e-06,2.0309716579917613e-06,-8.984056659534561e-07
22,1.2135024007875472e-07,-1.4165134349087934e-07,1.2353808642728836e-06,4.798120140092621e-08,4.0540613116535333e-08,-1.9146216013568628e-06,2.03097910118106e-06,-9.000828041783037e-07
23,1.215134375343041e-07,-1.3957688830842788e-07,1.2291444591028269e-06,4.801221484274088e-08,4.057437763549388e-08,-1.914473290819617e-06,2.0309456368284696e-06,-8.96162857110677e-07
24,1.2306509233894758e-07,-1.4085355367962553e-07,1.2334559755799999e-06,4.833759672043248e-08,4.071372092240289e-08,-1.913514164703252e-06,2.0316947764615767e-06,-8.985647151118482e-07
25,1.2153913075962921e-07,-1.4153854897932839e-07,1.23501229154499e-06,4.800272279670281e-08,4.0561762448820815e-08,-1.914979687084409e-06,2.031425744475842e-06,-8.998153382816509e-07
26,1.2150144357292447e-07,-1.4159866979129623e-07,1.2357937180240697e-06,4.7980259133828536e-08,4.0543640555945615e-08,-1.915003943122695e-06,2.031431005207935e-06,-9.00635404168322e-07
27,1.061983994077309e-07,-1.4098018294095904e-07,1.2272474805286038e-06,3.693332821172457e-08,9.939540124292989e-08,-1.967534702274065e-06,2.05248102658095e-06,-9.003120086152552e-07
28,1.073501607606886e-07,-1.418205022852867e-07,1.2339417594375846e-06,4.56423660845362e-08,3.82485035033131e-08,-1.951383151066466e-06,2.053923785275616e-06,-9.01103830538985e-07
29,1.0659692861736404e-07,-1.418239332746796e-07,1.2301053402552498e-06,3.6790197253250285e-08,9.869668965434286e-08,-1.967604964292491e-06,2.052500641960213e-06,-9.027075972662073e-07
30,1.0734646593846264e-07,-1.4178731392461025e-07,1.2341390061010316e-06,4.5642506895510187e-08,3.824881047997941e-08,-1.951386311205283e-06,2.05392669514798e-06,-9.013322928986383e-07
31,1.0680201967261382e-07,-1.4187572328835672e-07,1.2298573324187598e-06,3.6977533673931966e-08,9.86146630188589e-08,-1.967472201158671e-06,2.052514982361697e-06,-9.021067930714556e-07
32,1.076405169442296e-07,-1.41823449549759e-07,1.230505404237192e-06,3.68462954487836e-08,9.85275575571265e-08,-1.967541091829617e-06,2.052512095570924e-06,-9.026817331379312e-07
33,1.1090492080256807e-07,-1.386817403603188e-07,1.2196859415780636e-06,3.6905373482915005e-08,1.0181009871268464e-07,-1.9682030600876037e-06,2.0526916168436973e-06,-8.952878509061943e-07
34,1.0751909940154293e-07,-1.4180536147571438e-07,1.234024011864676e-06,4.566480305001619e-08,3.8269724944584034e-08,-1.951758667573245e-06,2.054400991436681e-06,-9.011627303823212e-07
35,1.0748749446065633e-07,-1.4175278142277255e-07,1.2344368087724431e-06,4.564580047966559e-08,3.8255211859405946e-08,-1.9517658795820125e-06,2.054388592825047e-06,-9.01733940006789e-07
36,1.0800323479998043e-07,-1.4185208816470314e-07,1.230362101978244e-06,3.706109940465607e-08,9.869096284642608e-08,-1.96531689579388e-06,2.0517826044324882e-06,-9.021754814637231e-07
37,1.0893882063101046e-07,-1.418705758284075e-07,1.2302594996072005e-06,3.7059956742302453e-08,9.869883615953867e-08,-1.9653140356604712e-06,2.0517841641594456e-06,-9.020331352832535e-07
38,1.0572148312348874e-07,-1.4155313171294588e-07,1.2296031286496143e-06,3.691723423834836e-08,9.865706684930585e-08,-1.965321920600351e-06,2.05176527688078e-06,-9.020441170903513e-07
39,1.0769718983283384e-07,-1.410455815465879e-07,1.2277956216166783e-06,3.6898956924658055e-08,9.988135848959523e-08,-1.965541978588676e-06,2.051741776618517e-06,-9.004006502807146e-07
40,1.0814846973516977e-07,-1.4187069604719058e-07,1.230159170972911e-06,3.699059706804842e-08,9.863376265739633e-08,-1.965305107528637e-06,2.0517735018891787e-06,-9.020446209706543e-07
41,1.0669532457541207e-07,-1.410781441267057e-07,1.2281503813937886e-06,3.696865081073697e-08,9.902719971810471e-08,-1.9653133252232283e-06,2.0517623052371315e-06,-9.00962765618444e-07
42,1.0926328286586798e-07,-1.4082458829227913e-07,1.226846336521703e-06,3.673626012418163e-08,1.0076699252792311e-07,-1.966208437737232e-06,2.0519592173140864e-06,-8.999223489335096e-07
43,1.0834355634870008e-07,-1.4179996711639463e-07,1.2340722150838699e-06,4.5788894072196224e-08,3.8398395019179083e-08,-1.950093200159687e-06,2.0536771984871934e-06,-9.010914354679043e-07
44,1.083261054191098e-07,-1.4174696532748312e-07,1.234485182521894e-06,4.576880327511468e-08,3.838249773568947e-08,-1.9501097896699434e-06,2.0536742165175282e-06,-9.01664663228248e-07
45,1.7886503655972774e-07,-4.016283051308949e-06,1.1326819048917967e-05,1.5813515889112614e-07,1.1065089086659265e-07,-1.862607701720099e-06,2.0454182558268932e-06,-5.9466957463959335e-06
46,1.7901470528158825e-07,-3.992761012485781e-06,1.1317386679365883e-05,1.5837850702790643e-07,1.099022983175324e-07,-1.8631695249378757e-06,2.0452863097252312e-06,-5.9572290356108e-06
47,1.1305900216029839e-07,3.905315956178549e-08,2.709736296457877e-07,3.093213998481281e-08,2.7731414248277634e-08,-1.920938988495664e-06,2.0271783391374075e-06,-2.295427364611613e-07
48,1.1265240118518706e-07,3.898639147842734e-08,2.705325795049341e-07,3.0819733886494616e-08,2.758868777874568e-08,-1.921084810848392e-06,2.027144287972654e-06,-2.292204531462172e-07
49,1.1270566346865964e-07,3.902128424429583e-08,2.707716196814758e-07,3.082322615546862e-08,2.7584233119881677e-08,-1.9211111460390657e-06,2.027142453392449e-06,-2.2948863640003328e-07
50,1.1306093483653967e-07,3.9053184429913887e-08,2.70973804117336e-07,3.093249587374225e-08,2.7731757917814903e-08,-1.920943811174134e-06,2.0271850158996864e-06,-2.295425711875505e-07
51,1.1266399724263465e-07,3.898656010677647e-08,2.705337700525945e-07,3.082104285331844e-08,2.7588728135352625e-08,-1.9210915713125955e-06,2.0271506177475842e-06,-2.2922004272452054e-07
52,1.1305650104986852e-07,3.9074860988573886e-08,2.7112473766077727e-07,3.0929883612640374e-08,2.7729549351152016e-08,-1.920946336258361e-06,2.027182598000125e-06,-2.2972295153444013e-07
53,1.1285055734333582e-07,3.900052957808101e-08,2.7062734603289234e-07,3.084432343217203e-08,2.7607667957285642e-08,-1.921460559796244e-06,2.027606239761553e-06,-2.292976578905509e-07
54,1.1258612175879533e-07,3.9094244627798855e-08,2.712004842364557e-07,3.0866559540959626e-08,2.768030427091617e-08,-1.9208492348754373e-06,2.027722486324527e-06,-2.2986341238762087e-07
55,1.1284441825409884e-07,3.90221865228732e-08,2.7077819025889127e-07,3.084150012114262e-08,2.76054759607014e-08,-1.921464413926204e-06,2.027605567100194e-06,-2.294782724385539e-07
56,9.823907021200284e-08,3.8827061989914035e-08,2.6944722553157163e-07,2.825108314993829e-08,2.511728425247384e-08,-1.9587213788696545e-06,2.0502352044155227e-06,-2.306600170100563e-07
57,9.686675639386524e-08,3.8779109188787416e-08,2.6896389598851645e-07,2.798006233650785e-08,2.463285228571088e-08,-1.959807841345196e-06,2.0500372608691015e-06,-2.3049641302563814e-07
58,9.686249313745066e-08,3.8813536887977174e-08,2.69199900815309e-07,2.7977948152679843e-08,2.463141790531864e-08,-1.959810882468105e-06,2.050035603814556e-06,-2.3076964294327889e-07
59,9.682850077297188e-08,3.863443370777375e-08,2.6817231618680987e-07,2.7942366198629998e-08,2.4604121517945998e-08,-1.959851417154823e-06,2.0500415027172843e-06,-2.297256495192336e-07
60,9.687005331215914e-08,3.877903675074661e-08,2.689634365227178e-07,2.798007232851507e-08,2.4632025363846566e-08,-1.9598143801147216e-06,2.0500437136742627e-06,-2.3049593390889192e-07
61,9.666928235674276e-08,3.882019796060381e-08,2.692712311458401e-07,2.7961701162815267e-08,2.4860166369933268e-08,-1.9590419277903948e-06,2.0501744962920516e-06,-2.3086499568840147e-07
62,9.683606094768037e-08,3.8799580100753836e-08,2.6912772960185904e-07,2.79848646825287e-08,2.488236469644356e-08,-1.95940581804166e-06,2.050638915215702e-06,-2.306713620513906e-07
63,9.680070434114896e-08,3.878722812096329e-08,2.69045334955198e-07,2.798462917993905e-08,2.4883472699022136e-08,-1.9593970499443003e-06,2.0506356867530317e-06,-2.3058095940942105e-07
64,9.7000793175539e-08,3.874147657865167e-08,2.688004875350813e-07,2.7980380370301597e-08,2.4635337714240532e-08,-1.960194632388834e-06,2.050497590392551e-06,-2.3035633715091065e-07
65,9.751028073878841e-08,3.880560524131826e-08,2.69170042588307e-07,2.8092296471687872e-08,2.4994556341306762e-08,-1.9573577702069827e-06,2.049446474538419e-06,-2.3061303013125877e-07
66,9.77090053311258e-08,3.87864442010508e-08,2.6901542876656137e-07,2.8108602636439658e-08,2.4764605005556103e-08,-1.95813057457452e-06,2.0493105327131616e-06,-2.3042638941372928e-07
67,9.770110409590416e-08,3.882069790736749e-08,2.692501708256856e-07,2.8105781223197734e-08,2.476302368714656e-08,-1.9581380222204268e-06,2.0493123296855077e-06,-2.3069908580702767e-07
68,9.908154652293887e-08,3.8834609353147545e-08,2.6950033121808664e-07,2.8380229527558143e-08,2.5250744106752883e-08,-1.9570467259376486e-06,2.0495162364235784e-06,-2.3059084901656641e-07
69,9.747805052029436e-08,3.879328476703338e-08,2.690878673772268e-07,2.8092491353992604e-08,2.4996064718063596e-08,-1.9573544942156342e-06,2.0494501516182707e-06,-2.305224095916492e-07
70,9.750959861776211e-08,3.8827430192235966e-08,2.693219960381299e-07,2.8089965940086843e-08,2.4992577257743065e-08,-1.9573659135442784e-06,2.0494514865377084e-06,-2.307944816762916e-07
71,9.977895842894213e-08,3.883992645862742e-08,2.6954036130844017e-07,2.8442759845287435e-08,2.531171552910827e-08,-1.9571330216034658e-06,2.0500268471305053e-06,-2.304720461911332e-07
72,9.975252623917186e-08,3.8828568164981515e-08,2.694657366131281e-07,2.8447870593917287e-08,2.5331246933379962e-08,-1.9571425010184943e-06,2.05001989401398e-06,-2.303744848913825e-07
73,9.785958354768806e-08,3.8821930337757874e-08,2.692589366470877e-07,2.812671572038905e-08,2.4781123014738782e-08,-1.9585084905028344e-06,2.049780999479932e-06,-2.306870725438137e-07
74,1.2048963071720212e-07,-3.562160054194647e-07,9.216772696163387e-07,3.875721386534248e-08,3.3785929776097845e-08,-1.914624818407187e-06,2.0287941784547332e-06,-4.4581789130900077e-07
75,1.198400241264608e-07,-3.562492321784825e-07,9.215660270456284e-07,3.875417025137051e-08,3.378982732504809e-08,-1.91461181985988e-06,2.0287983899180075e-06,-4.456790724249871e-07
76,1.2029045137751384e-07,-3.561783110411385e-07,9.218849754688564e-07,3.875102729325453e-08,3.378278856658312e-08,-1.9146264837256238e-06,2.0287962019721186e-06,-4.460857578610197e-07
77,1.203841861752153e-07,-3.5621595073187344e-07,9.216772696163387e-07,3.875725650137607e-08,3.378712534751748e-08,-1.9146260165700127e-06,2.0288040331096667e-06,-4.458177346467742e-07
78,1.2067232546542073e-07,-3.562492073773578e-07,9.215657428285341e-07,3.875983723561349e-08,3.378664262254638e-08,-1.914626380706468e-06,2.028803160214875e-06,-4.4567712657872526e-07
79,1.2000168680970091e-07,-3.5617790282514283e-07,9.218871355187729e-07,3.8751261092345723e-08,3.3786141828695555e-08,-1.9146077098931456e-06,2.028793599642176e-06,-4.4608645418981076e-07
80,1.1866251270475915e-07,-3.562148442254938e-07,9.216849434778852e-07,3.876630031221517e-08,3.3815968830674954e-08,-1.9149539360278217e-06,2.029263717257945e-06,-4.4580796985287455e-07
81,1.1900328900082967e-07,-3.5624811254306507e-07,9.21573132472986e-07,3.876909617644975e-08,3.3815030275885505e-08,-1.9149569199246965e-06,2.029263410808655e-06,-4.456672173247521e-07
82,1.1909395425391268e-07,-3.5617711806345577e-07,9.218923082698892e-07,3.8763819616011164e-08,3.380971053124071e-08,-1.914966007900105e-06,2.029262057998488e-06,-4.4607459450356343e-07
83,1.0459973509568954e-07,-3.564414427029974e-07,9.20398122161714e-07,3.622941762565501e-08,3.128959685794186e-08,-1.9527408863240225e-06,2.05163598784916e-06,-4.469376775803049e-07
84,1.0460684052304713e-07,-3.564747486492146e-07,9.202862543133958e-07,3.6230136581799626e-08,3.129008505076136e-08,-1.952738321264746e-06,2.05163602949026e-06,-4.467974722283108e-07
85,1.0459018540132092e-07,-3.5640366562129586e-07,9.206062259181637e-07,3.622404123881928e-08,3.128533845875303e-08,-1.9527471479818814e-06,2.051634903370921e-06,-4.472058576333394e-07
86,1.0460206567586283e-07,-3.564413936075041e-07,9.203982926919708e-07,3.622980907641571e-08,3.128998452006648e-08,-1.952741813582293e-06,2.05163892102868e-06,-4.4693752326364135e-07
87,1.0461491228852536e-07,-3.564747492478025e-07,9.202863111568148e-07,3.6230548325355556e-08,3.1290244117965216e-08,-1.9527428598564707e-06,2.051642808060591e-06,-4.467973357680233e-07
88,1.0459928034833863e-07,-3.564036525728143e-07,9.206062827615824e-07,3.622445573364663e-08,3.128545031372276e-08,-1.952751677691822e-06,2.0516417186453602e-06,-4.4720582179606647e-07
89,1.047497448780632e-07,-3.564399020370736e-07,9.204068192047998e-07,3.625089178491137e-08,3.1311103154685334e-08,-1.953107057417469e-06,2.052104474022898e-06,-4.4692484454998514e-07
90,1.0475366707396461e-07,-3.564732679882431e-07,9.202947808262251e-07,3.625143323374158e-08,3.131152961910467e-08,-1.9531041175469e-06,2.052103347517979e-06,-4.467843676969617e-07
91,1.0473848988112876e-07,-3.564022014188387e-07,9.206145819007359e-07,3.6245351296704253e-08,3.1306735454039725e-08,-1.953112805708201e-06,2.052102229156699e-06,-4.47192790464573e-07
92,1.0543408279772848e-07,-3.5643284524008653e-07,9.204471780321909e-07,3.635614464342352e-08,3.142078250362168e-08,-1.9510380982580917e-06,2.050884696116689e-06,-4.4686799824833907e-07
93,1.0544403039602912e-07,-3.564662992300988e-07,9.203350259667785e-07,3.6356646263002717e-08,3.142087301455377e-08,-1.9510664574888537e-06,2.0509147916359025e-06,-4.467277241737566e-07
94,1.0543163853071745e-07,-3.563951360105759e-07,9.206548838847084e-07,3.635065129806159e-08,3.1416057255651004e-08,-1.9510748210934763e-06,2.0509136756647462e-06,-4.471362752827158e-07
95,1.0544249562371988e-07,-3.564328785186965e-07,9.20447121188772e-07,3.635643447408299e-08,3.1420791524183755e-08,-1.951063175733561e-06,2.0509114376861763e-06,-4.4686787872057904e-07
96,1.0539105232965085e-07,-3.564665804015608e-07,9.203330932905373e-07,3.6353745069828136e-08,3.1419551432820825e-08,-1.951100695182263e-06,2.0509294022730994e-06,-4.467271865343792e-07
97,1.0543556072661886e-07,-3.5639511516733115e-07,9.206551681018028e-07,3.635102602608797e-08,3.1416366591541234e-08,-1.9510796435156684e-06,2.050920451528049e-06,-4.471361573120327e-07
98,1.0558369467617013e-07,-3.5643144815104496e-07,9.204552497976692e-07,3.6377259801656514e-08,3.144191179638156e-08,-1.951434586509339e-06,2.0513817533927503e-06,-4.468548600254077e-07
99,1.0558545682215481e-07,-3.564647464693576e-07,9.2034343879277e-07,3.6377866448333844e-08,3.1442517423041494e-08,-1.951432705118083e-06,2.0513820982746293e-06,-4.4671455538825006e-07
100,1.0558483154454734e-07,-3.5639367754821023e-07,9.206634103975376e-07,3.637199583531037e-08,3.143728866117357e-08,-1.9514407302172773e-06,2.0513811448662968e-06,-4.471233661258994e-07
101,1.2538600913103434e-07,3.5219988702518303e-08,4.279732628842403e-07,4.1812779003058687e-08,3.6608477804733746e-08,-1.9084143578635955e-06,2.0294969059904804e-06,-3.3463326153115874e-07
102,1.2851160136051473e-07,3.522960217185167e-08,4.2822269163966814e-07,4.185356939148677e-08,3.666082076803079e-08,-1.9078023839318057e-06,2.0296242141110316e-06,-3.3476119622763255e-07
103,1.2811943861379405e-07,3.523521185454701e-08,4.2810533767978503e-07,4.169444393214983e-08,3.653556435168071e-08,-1.9095147704522285e-06,2.029812854899364e-06,-3.3489247185602105e-07
104,1.1225193929931264e-07,3.50655436761118e-08,4.260059681127082e-07,3.910367282408678e-08,3.4153465666708633e-08,-1.94660215413478e-06,2.0522957152603267e-06,-3.35397704199613e-07
105,1.1583716741370154e-07,3.5004912021973424e-08,4.2523638393854313e-07,3.7906897440431735e-08,3.1438242259484994e-08,-1.9471432395334887e-06,2.0522115164153683e-06,-3.343627351496976e-07
106,1.1087485063399072e-07,3.505904013348092e-08,4.25869147391289e-07,3.884612254784203e-08,3.427487529905626e-08,-1.9480007793504232e-06,2.052594338629168e-06,-3.355738153235609e-07
107,1.1310908121231478e-07,3.507011941220987e-08,4.2605963779251965e-07,3.923454240314928e-08,3.428864653320929e-08,-1.944915473088538e-06,2.0515756023818376e-06,-3.353260651726541e-07
108,9.845581416811909e-08,3.4889484513718545e-08,4.2412884299070097e-07,3.8030366682206835e-08,3.2814520489754535e-08,-1.9460176134994288e-06,2.051364198118861e-06,-3.342959481308569e-07
109,1.1327460924803744e-07,3.507112388083068e-08,4.2607201261590793e-07,3.925763258222359e-08,3.4311252339325193e-08,-1.945270320431725e-06,2.0520378965491533e-06,-3.353157774102586e-07
110,1.438457388758252e-07,-1.7155351903970534e-07,9.822248330237926e-07,5.4119211747444274e-08,4.626551897146669e-08,-1.9007255030985078e-06,2.0313927057017688e-06,-6.140912211924018e-07
111,1.404524141435104e-07,-1.716055001464099e-07,9.818501212066622e-07,5.399128718414081e-08,4.595276756336197e-08,-1.9009053403370602e-06,2.0313566798045668e-06,-6.137314674248273e-07
